# {
#   "id": "FF0151444",
#   "legacyID": "FF0151444",
#   "category": "filter",
#   "displayName": "FF0151444",
#   "manufacturer": "",
#   "model": "",
#   "peakWavelengthNm": 532,
#   "normalization": "dividedByMaximum"
# }
400	1.00113204006562e-07
401	1.00113204006562e-07
402	1.00113204006562e-07
403	1.00113204006562e-07
404	1.00113204006562e-07
405	1.00113204006562e-07
406	1.00113204006562e-07
407	1.00113204006562e-07
408	1.00113204006562e-07
409	1.00113204006562e-07
410	1.00113204006562e-07
411	1.00113204006562e-07
412	1.00113204006562e-07
413	1.00113204006562e-07
414	1.00113204006562e-07
415	1.00113204006562e-07
416	1.00113204006562e-07
417	1.00113204006562e-07
418	1.00113204006562e-07
419	1.00113204006562e-07
420	1.00113204006562e-07
421	1.00113204006562e-07
422	1.00113204006562e-07
423	1.00113204006562e-07
424	1.00113204006562e-07
425	1.00113204006562e-07
426	1.00113204006562e-07
427	1.00113204006562e-07
428	1.00113204006562e-07
429	1.00113204006562e-07
430	1.00113204006562e-07
431	1.00113204006562e-07
432	1.00113204006562e-07
433	1.00113204006562e-07
434	1.00113204006562e-07
435	1.00113204006562e-07
436	1.00113204006562e-07
437	1.00113204006562e-07
438	1.00113204006562e-07
439	1.00113204006562e-07
440	1.00113204006562e-07
441	1.00113204006562e-07
442	1.00113204006562e-07
443	1.00113204006562e-07
444	1.00113204006562e-07
445	1.00113204006562e-07
446	1.00113204006562e-07
447	1.00113204006562e-07
448	1.00113204006562e-07
449	1.00113204006562e-07
450	1.00113204006562e-07
451	1.00113204006562e-07
452	1.00113204006562e-07
453	1.00113204006562e-07
454	1.00113204006562e-07
455	1.00113204006562e-07
456	1.00113204006562e-07
457	1.00113204006562e-07
458	1.00113204006562e-07
459	1.00113204006562e-07
460	1.00113204006562e-07
461	1.00113204006562e-07
462	1.00113204006562e-07
463	1.00113204006562e-07
464	1.00113204006562e-07
465	1.00113204006562e-07
466	1.00113204006562e-07
467	1.00113204006562e-07
468	1.00113204006562e-07
469	1.00113204006562e-07
470	1.00113204006562e-07
471	1.00113204006562e-07
472	1.00113204006562e-07
473	1.00113204006562e-07
474	1.00113204006562e-07
475	1.00113204006562e-07
476	1.00113204006562e-07
477	1.00113204006562e-07
478	1.00113204006562e-07
479	1.00113204006562e-07
480	1.00113204006562e-07
481	1.00113204006562e-07
482	1.00113204006562e-07
483	1.00113204006562e-07
484	1.00113204006562e-07
485	3.65525181253955e-07
486	2.37959465044694e-06
487	1.94486037031233e-05
488	0.000220834290582419
489	0.0043052630192116
490	0.224939582682514
491	0.982411231323932
492	0.995979734044068
493	0.986137865252513
494	0.999562435219248
495	0.989126574765682
496	0.990575813506881
497	0.996850568749119
498	0.992045685579426
499	0.988748597363955
500	0.993117827915093
501	0.996585869437725
502	0.993348668940892
503	0.987958804297547
504	0.988448818385878
505	0.995438401927363
506	0.999294372104201
507	0.993125426507277
508	0.985180632852404
509	0.987190635683205
510	0.996250600328828
511	0.999344879215622
512	0.993696812607824
513	0.988721446663029
514	0.988828647881879
515	0.990202751663471
516	0.992146119145685
517	0.996762959684293
518	0.999094065605624
519	0.993241247472993
520	0.985838146342358
521	0.986722426250707
522	0.992562049463051
523	0.994865564185358
524	0.995530456018447
525	0.997488610220893
526	0.994371535557547
527	0.986770250328261
528	0.986160500847939
529	0.991628553903612
530	0.99331838469668
531	0.995798649280661
532	1
533	0.994133196052769
534	0.988470793234158
535	0.988607147418014
536	0.985503688150413
537	0.993858145036081
538	0.99395182096107
539	0.997754691094502
540	0.691515017521212
541	0.0118467258036698
542	0.000422408002072423
543	3.14902228844288e-05
544	3.66511296313419e-06
545	5.82341999038833e-07
546	1.17387537131487e-07
547	1.00113204006562e-07
548	1.00113204006562e-07
549	1.00113204006562e-07
550	1.00113204006562e-07
551	1.00113204006562e-07
552	1.00113204006562e-07
553	1.00113204006562e-07
554	1.00113204006562e-07
555	1.00113204006562e-07
556	1.00113204006562e-07
557	1.00113204006562e-07
558	1.00113204006562e-07
559	1.00113204006562e-07
560	1.00113204006562e-07
561	1.00113204006562e-07
562	1.00113204006562e-07
563	1.00113204006562e-07
564	1.00113204006562e-07
565	1.00113204006562e-07
566	1.00113204006562e-07
567	1.00113204006562e-07
568	1.00113204006562e-07
569	1.00113204006562e-07
